source_path,line,pattern,statement_excerpt,classification,v3_action
data_case_manifest.csv,64,UNRESOLVED,"Case1063,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,7036,0,7036,14609,31737,0,4,0,4,62052.226107263064,0.0,0.4816209186118146,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,65,UNRESOLVED,"Case1064,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x28,1.445x1.445x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,28,5375,0,5375,13936,20562,0,8,0,8,56138.97360001796,0.0,0.3856917336394948,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,66,UNRESOLVED,"Case1065,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x8,1.484x1.484x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,8,1504,0,1504,5117,8979,0,1,0,1,34796.77913284547,0.0,0.29392222005081103,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,67,UNRESOLVED,"Case1066,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,7133,0,7133,16487,30068,0,11,0,11,62907.693124375706,0.0,0.432643901255534",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,68,UNRESOLVED,"Case1067,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x16,1.367x1.367x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,16,3550,0,3550,16612,24791,0,5,0,5,33178.936983911364,0.0,0.213700939080183,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,69,UNRESOLVED,"Case1068,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x24,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,24,5865,0,5865,24679,50851,0,8,0,8,51724.88716871772,0.0,0.23765144454799628,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,70,UNRESOLVED,"Case1069,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,5315,0,5315,12457,24836,0,6,0,6,46874.30098921307,0.0,0.4266677370153327,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,71,UNRESOLVED,"Case1070,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.25x1.25x4.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,2507,0,2507,11848,31051,0,2,0,2,17627.34375,0.0,0.21159689399054693,scar_n",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,72,UNRESOLVED,"Case1071,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.25x1.25x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,3163,0,3163,13628,27820,0,1,0,1,24710.9375,0.0,0.2320956853536836,scar_nonem",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,73,UNRESOLVED,"Case1072,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x11.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,2097,0,2097,6184,11796,0,4,0,4,45077.55801890223,0.0,0.3391009055627426,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,74,UNRESOLVED,"Case1073,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x10,1.367x1.367x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,10,2199,0,2199,5200,9374,0,3,0,3,43159.72199943783,0.0,0.42288461538461536",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,75,UNRESOLVED,"Case1074,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,1885,0,1885,8976,12878,0,3,0,3,36996.8512819192,0.0,0.21000445632798573,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,76,UNRESOLVED,"Case1075,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x32,1.445x1.445x4,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,32,3598,0,3598,23061,27980,0,6,0,6,30063.334253077526,0.0,0.15602098781492563",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,77,UNRESOLVED,"Case1076,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x28,1.602x1.602x3,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,28,4578,0,4578,15724,19625,0,1,0,1,35229.39547942393,0.0,0.29114729076570844,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,78,UNRESOLVED,"Case1077,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x28,1.367x1.367x4,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,28,2842,0,2842,17617,21528,0,3,0,3,21249.473556794615,0.0,0.16132145087131747",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,79,UNRESOLVED,"Case1078,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x28,1.445x1.445x4,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,28,1408,0,1408,23728,27676,0,4,0,4,11764.639974522834,0.0,0.05933917734322319",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,80,UNRESOLVED,"Case1079,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x36,1.367x1.367x3,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,36,3103,0,3103,27179,46138,0,2,0,2,17400.716866660896,0.0,0.11416902755804113",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,81,UNRESOLVED,"Case1080,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.484x1.484x11,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,1384,0,1384,4187,6988,0,5,0,5,33545.22324711496,0.0,0.3305469309768331,scar",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,82,UNRESOLVED,"Case1081,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x5,1.367x1.367x16,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,848,0,848,5646,8814,0,4,0,4,25361.792506913207,0.0,0.1501948281969536,scar_",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,83,UNRESOLVED,"Case2001,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,258x256x6,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1145,2410,3555,6603,6051,4892,1,12,1,20196.83837890625,42510.3759765625,0.5",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,84,UNRESOLVED,"Case2002,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,264x251x6,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,998,3016,4014,5695,3493,3241,2,5,1,17603.8818359375,53199.70703125,0.704828",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,85,UNRESOLVED,"Case2003,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,210x255x5,1.562x1.562x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,1022,2280,3302,5262,3475,2968,1,8,1,24951.171875,55664.0625,0.6275180539718",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,86,UNRESOLVED,"Case2004,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,249x258x6,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,2332,3943,6275,9888,8459,6820,1,11,1,41134.521484375,69551.20849609375,0.63",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,87,UNRESOLVED,"Case2005,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,260x263x5,1.344x1.344x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,1191,2521,3712,6502,4578,5467,1,26,1,21505.458984375,45520.791015625,0.5709",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,88,UNRESOLVED,"Case2006,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,260x255x6,1.336x1.336x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1182,3471,4653,6727,4411,3104,1,11,2,21095.496826171875,61947.94372558594,0",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,89,UNRESOLVED,"Case2007,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,160x166x6,1.771x1.771x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1303,1462,2765,3665,2664,1113,1,8,1,40860.13638236459,45846.13921029703,0.7",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,90,UNRESOLVED,"Case2008,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,225x257x5,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,1016,3603,4619,6184,3090,3979,1,5,1,17921.38671875,63553.89404296875,0.7469",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,91,UNRESOLVED,"Case2009,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,261x260x4,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,4,987,1955,2942,4035,4212,4462,1,6,1,17409.85107421875,34484.55810546875,0.72",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,92,UNRESOLVED,"Case2010,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,259x262x6,1.406x1.406x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1249,1560,2809,6720,3965,5313,1,14,1,24699.462890625,30849.609375,0.4180059",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,93,UNRESOLVED,"Case2011,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x254x6,1.771x1.771x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1269,2616,3885,6327,4262,4893,1,5,1,39793.94709840419,82033.85784824693,0.6",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,94,UNRESOLVED,"Case2012,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,255x257x1,1.771x1.771x1,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,1,260,249,509,953,323,109,1,1,1,815.3212171461851,780.8268579592311,0.53410283",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,95,UNRESOLVED,"Case2013,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,258x261x6,1.771x1.771x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1694,639,2333,9440,6747,7226,1,15,1,53121.31314790914,20038.08683678509,0.2",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,96,UNRESOLVED,"Case2014,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,257x261x5,1.449x1.449x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,985,1890,2875,5831,3947,6443,1,5,1,20687.31460571289,39694.44122314453,0.49",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,97,UNRESOLVED,"Case2015,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,259x257x5,1.473x1.473x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,1709,2266,3975,6664,4360,3003,1,4,2,37063.36380004883,49143.114318847656,0.",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,98,UNRESOLVED,"Case2016,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,254x261x5,1.771x1.771x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,1186,1621,2807,5134,4084,5031,1,7,1,37191.19090520675,50832.14203822947,0.5",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,99,UNRESOLVED,"Case2017,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,248x257x5,1.771x1.771x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,810,2211,3021,6295,5644,4614,1,1,1,25400.391764938846,69333.66196577752,0.4",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,100,UNRESOLVED,"Case2018,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,260x261x6,1.771x1.771x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1631,1756,3387,8041,7120,5611,1,15,1,51145.72712174723,55065.54066571927,0.",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,101,UNRESOLVED,"Case2019,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,161x161x5,1.771x1.771x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,345,978,1323,2753,1671,2352,1,5,1,10818.68538136284,30668.621168037273,0.48",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,102,UNRESOLVED,"Case2020,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,160x160x6,1.771x1.771x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,561,1032,1593,2730,1844,1617,1,12,1,17592.123185346532,32361.980619033195,0",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,103,UNRESOLVED,"Case2021,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,261x260x5,1.488x1.488x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,1130,1086,2216,6522,4099,2872,1,7,1,25029.286193847656,24054.69451904297,0.",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,104,UNRESOLVED,"Case2022,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,241x259x6,1.426x1.426x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1131,2507,3638,8008,4665,5014,1,2,1,22991.558074951172,50963.60397338867,0.",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,105,UNRESOLVED,"Case2023,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,217x257x5,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,1349,1492,2841,6916,5087,4990,1,11,1,23795.22705078125,26317.626953125,0.41",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,106,UNRESOLVED,"Case2024,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,260x255x6,1.344x1.344x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1102,2525,3627,7157,5440,6645,1,4,1,19898.41796875,45593.017578125,0.506776",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,107,UNRESOLVED,"Case2025,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,248x258x6,1.383x1.383x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1110,2007,3117,6217,5752,5425,1,3,1,21225.091552734375,38377.26013183594,0.",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,108,UNRESOLVED,"Case2026,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,171x164x5,1.844x1.844x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,1039,761,1800,2984,1765,1099,1,9,1,35319.912109375,25869.541015625,0.603217",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,109,UNRESOLVED,"Case2027,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,252x258x6,1.359x1.359x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1065,2121,3186,7168,6630,4512,1,8,1,19680.13916015625,39193.96728515625,0.4",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,110,UNRESOLVED,"Case2028,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,210x261x6,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,926,1118,2044,5766,4477,3452,1,9,1,16333.8623046875,19720.5810546875,0.3544",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,111,UNRESOLVED,"Case2029,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,263x257x6,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,724,1389,2113,6277,6571,7839,1,7,1,12770.751953125,24500.79345703125,0.3366",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,112,UNRESOLVED,"Case2030,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,251x263x3,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,3,686,715,1401,3508,1987,2710,1,10,1,12100.4638671875,12611.99951171875,0.399",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,113,UNRESOLVED,"Case2031,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,247x255x3,1.771x1.771x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,3,864,307,1171,3197,2655,4307,1,13,1,27093.751215934768,9627.06206399534,0.36",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,114,UNRESOLVED,"Case2032,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,258x247x6,1.426x1.426x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,448,1296,1744,5409,5487,6998,2,5,2,9107.177734375,26345.76416015625,0.32242",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,115,UNRESOLVED,"Case2033,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,225x247x7,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,7,1100,1009,2109,7877,5428,6744,1,18,1,19403.076171875,17797.91259765625,0.26",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,116,UNRESOLVED,"Case2034,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,226x256x5,1.328x1.328x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,696,943,1639,5377,4571,3291,1,6,1,12276.85546875,16633.72802734375,0.304816",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,117,UNRESOLVED,"Case2035,2,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,271x259x5,1.496x1.496x10,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,996,982,1978,4498,3784,3574,1,9,1,22293.433227539062,21980.071716308594,0.4",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,118,UNRESOLVED,"Case3001,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,478x482x5,0.7291x0.7291x12,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,3031,3422,6453,16591,6966,10708,2,3,2,19333.09699050409,21827.07288073408",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,119,UNRESOLVED,"Case3002,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,511x511x3,0.7422x0.7422x23,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,3,2567,5402,7969,12983,10520,12480,1,16,1,32522.28205492429,68439.956237125",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,120,UNRESOLVED,"Case3003,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,483x471x3,0.7291x0.7291x12,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,3,614,2100,2714,10824,9219,13596,1,3,1,3916.3729030331924,13394.76074327313",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,121,UNRESOLVED,"Case3004,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,481x478x6,0.7291x0.7291x12,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,2326,3347,5673,19967,9257,31460,1,14,1,14836.2968538802,21348.70402834782",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,122,UNRESOLVED,"Case3005,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,504x494x3,0.7291x0.7291x23,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,3,1038,3214,4252,11805,10743,12247,2,1,3,12689.943206889247,39292.367501870",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,123,UNRESOLVED,"Case3006,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,412x408x3,0.75x0.75x23,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,3,969,586,1555,8372,8105,6897,1,4,1,12536.4375,7581.375,0.18573817486860966,sca",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,124,UNRESOLVED,"Case3007,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,512x502x3,0.7422x0.7422x23,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,3,3912,569,4481,12885,4842,5370,1,1,1,49562.58955935482,7208.873583658715,0",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,125,UNRESOLVED,"Case3008,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,499x502x3,0.7291x0.7291x23,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,3,3950,4995,8945,16259,11811,16146,1,6,2,48290.24230290325,61065.7621020257",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,126,UNRESOLVED,"Case3009,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,485x474x5,0.7291x0.7291x14,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,990,908,1898,16520,11000,16906,1,3,1,7367.119579772345,6756.913715589181,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,127,UNRESOLVED,"Case3010,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,479x479x5,0.7291x0.7291x14,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,445,4492,4937,14672,10082,13924,2,9,1,3311.4832690099042,33427.3771784100",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,128,UNRESOLVED,"Case3011,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,489x498x2,0.7291x0.7291x23,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,2,3126,868,3994,8234,7160,5851,1,13,1,38216.53733564057,10611.629688847093,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,129,UNRESOLVED,"Case3012,3,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,477x477x5,0.7291x0.7291x14,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,5,2818,4092,6910,17587,13952,18274,1,6,1,20970.244001614858,30450.758855432",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
